customer_id,total_orders,total_spent,avg_order_value,first_purchase,last_purchase,customer_lifetime_days,purchase_frequency
c970,50,16850,337.0,2024-01-01T00:00:00.000000,2024-12-10T00:00:00.000000,344,0.14492753623188406
c935,73,23277,318.86301369863014,2024-01-05T00:00:00.000000,2024-12-31T00:00:00.000000,361,0.20165745856353592
c486,48,15652,326.0833333333333,2024-01-11T00:00:00.000000,2024-11-28T00:00:00.000000,322,0.14860681114551083
c589,69,21231,307.69565217391306,2024-01-11T00:00:00.000000,2024-12-30T00:00:00.000000,354,0.19436619718309858
c717,48,15052,313.5833333333333,2024-01-03T00:00:00.000000,2024-12-20T00:00:00.000000,352,0.1359773371104816
c453,34,11366,334.29411764705884,2024-01-08T00:00:00.000000,2024-12-15T00:00:00.000000,342,0.09912536443148688
c12,97,32253,332.50515463917526,2024-01-04T00:00:00.000000,2024-12-19T00:00:00.000000,350,0.27635327635327633
c229,35,11865,339.0,2024-01-12T00:00:00.000000,2024-12-21T00:00:00.000000,344,0.10144927536231885
c659,82,25668,313.0243902439024,2024-01-09T00:00:00.000000,2024-12-31T00:00:00.000000,357,0.22905027932960895
c379,62,19588,315.93548387096774,2024-01-02T00:00:00.000000,2024-12-31T00:00:00.000000,364,0.16986301369863013
c724,79,25371,321.1518987341772,2024-01-07T00:00:00.000000,2024-12-23T00:00:00.000000,351,0.22443181818181818
c679,55,17895,325.3636363636364,2024-01-11T00:00:00.000000,2024-12-29T00:00:00.000000,353,0.1553672316384181
c716,38,11712,308.2105263157895,2024-01-14T00:00:00.000000,2024-12-31T00:00:00.000000,352,0.10764872521246459
c23,68,24882,365.9117647058824,2024-01-04T00:00:00.000000,2024-12-31T00:00:00.000000,362,0.18732782369146006
c454,54,18046,334.18518518518516,2024-01-01T00:00:00.000000,2024-12-30T00:00:00.000000,364,0.14794520547945206
c91,53,16047,302.77358490566036,2024-01-02T00:00:00.000000,2024-12-28T00:00:00.000000,361,0.1464088397790055
c960,64,21336,333.375,2024-01-08T00:00:00.000000,2024-12-28T00:00:00.000000,355,0.1797752808988764
c576,42,13658,325.1904761904762,2024-01-30T00:00:00.000000,2024-12-28T00:00:00.000000,333,0.12574850299401197
c29,67,21433,319.8955223880597,2024-01-02T00:00:00.000000,2024-12-26T00:00:00.000000,359,0.18611111111111112
c231,84,25566,304.35714285714283,2024-01-13T00:00:00.000000,2024-12-31T00:00:00.000000,353,0.23728813559322035
c572,20,6030,301.5,2024-01-13T00:00:00.000000,2024-12-19T00:00:00.000000,341,0.05847953216374269
c587,38,11812,310.8421052631579,2024-02-02T00:00:00.000000,2024-12-21T00:00:00.000000,323,0.11728395061728394
c740,47,16303,346.8723404255319,2024-01-08T00:00:00.000000,2024-12-31T00:00:00.000000,358,0.1309192200557103
c820,58,18692,322.2758620689655,2024-01-06T00:00:00.000000,2024-12-24T00:00:00.000000,353,0.1638418079096045
c886,49,16401,334.7142857142857,2024-01-12T00:00:00.000000,2024-12-26T00:00:00.000000,349,0.14
c793,53,16647,314.0943396226415,2024-02-01T00:00:00.000000,2024-12-26T00:00:00.000000,329,0.1606060606060606
c141,21,6579,313.2857142857143,2024-01-19T00:00:00.000000,2024-12-26T00:00:00.000000,342,0.061224489795918366
c856,55,18145,329.90909090909093,2024-01-03T00:00:00.000000,2024-11-28T00:00:00.000000,330,0.1661631419939577
c166,70,22180,316.85714285714283,2024-01-07T00:00:00.000000,2024-12-29T00:00:00.000000,357,0.19553072625698323
c574,72,23828,330.94444444444446,2024-01-03T00:00:00.000000,2024-12-30T00:00:00.000000,362,0.19834710743801653
c160,32,11418,356.8125,2024-01-14T00:00:00.000000,2024-12-13T00:00:00.000000,334,0.0955223880597015
c989,58,19192,330.8965517241379,2024-01-21T00:00:00.000000,2024-12-07T00:00:00.000000,321,0.18012422360248448
c936,26,8424,324.0,2024-01-24T00:00:00.000000,2024-12-08T00:00:00.000000,319,0.08125
c508,33,12067,365.6666666666667,2024-01-06T00:00:00.000000,2024-12-28T00:00:00.000000,357,0.09217877094972067
c435,32,9918,309.9375,2024-01-20T00:00:00.000000,2024-12-20T00:00:00.000000,335,0.09523809523809523
c770,87,28313,325.4367816091954,2024-01-03T00:00:00.000000,2024-12-29T00:00:00.000000,361,0.24033149171270718
c688,61,19989,327.6885245901639,2024-01-06T00:00:00.000000,2024-12-31T00:00:00.000000,360,0.16897506925207756
c515,62,18538,299.0,2024-01-01T00:00:00.000000,2024-12-26T00:00:00.000000,360,0.17174515235457063
c296,46,15104,328.3478260869565,2024-01-16T00:00:00.000000,2024-12-26T00:00:00.000000,345,0.1329479768786127
c167,43,13407,311.7906976744186,2024-01-21T00:00:00.000000,2024-12-26T00:00:00.000000,340,0.12609970674486803
c990,70,22980,328.2857142857143,2024-01-02T00:00:00.000000,2024-11-23T00:00:00.000000,326,0.21406727828746178
c916,45,15105,335.6666666666667,2024-01-02T00:00:00.000000,2024-12-28T00:00:00.000000,361,0.12430939226519337
c962,64,21286,332.59375,2024-01-02T00:00:00.000000,2024-12-18T00:00:00.000000,351,0.18181818181818182
c349,45,16305,362.3333333333333,2024-01-04T00:00:00.000000,2024-12-31T00:00:00.000000,362,0.12396694214876033
c201,11,3289,299.0,2024-01-19T00:00:00.000000,2024-12-05T00:00:00.000000,321,0.034161490683229816
c921,30,10070,335.6666666666667,2024-01-30T00:00:00.000000,2024-12-30T00:00:00.000000,335,0.08928571428571429
c925,30,9620,320.6666666666667,2024-01-15T00:00:00.000000,2024-12-31T00:00:00.000000,351,0.08522727272727272
c358,38,13212,347.6842105263158,2024-01-10T00:00:00.000000,2024-12-15T00:00:00.000000,340,0.11143695014662756
c24,74,26076,352.3783783783784,2024-01-03T00:00:00.000000,2024-12-28T00:00:00.000000,360,0.20498614958448755
c396,49,14251,290.83673469387753,2024-01-08T00:00:00.000000,2024-12-31T00:00:00.000000,358,0.13649025069637882
c256,58,18792,324.0,2024-01-08T00:00:00.000000,2024-12-30T00:00:00.000000,357,0.16201117318435754
c131,49,16751,341.85714285714283,2024-01-25T00:00:00.000000,2024-12-23T00:00:00.000000,333,0.1467065868263473
c322,53,18547,349.9433962264151,2024-01-07T00:00:00.000000,2024-12-29T00:00:00.000000,357,0.14804469273743018
c525,65,21335,328.2307692307692,2024-01-02T00:00:00.000000,2024-12-29T00:00:00.000000,362,0.1790633608815427
c457,52,16248,312.46153846153845,2024-01-02T00:00:00.000000,2024-12-28T00:00:00.000000,361,0.143646408839779
c199,37,12063,326.02702702702703,2024-01-03T00:00:00.000000,2024-12-29T00:00:00.000000,361,0.10220994475138122
c432,56,17694,315.9642857142857,2024-01-12T00:00:00.000000,2024-12-25T00:00:00.000000,348,0.16045845272206305
c696,23,7327,318.5652173913044,2024-01-15T00:00:00.000000,2024-12-16T00:00:00.000000,336,0.06824925816023739
c372,56,15644,279.35714285714283,2024-01-16T00:00:00.000000,2024-12-18T00:00:00.000000,337,0.16568047337278108
c414,46,14454,314.2173913043478,2024-01-06T00:00:00.000000,2024-12-28T00:00:00.000000,357,0.12849162011173185
c700,42,14408,343.04761904761904,2024-01-02T00:00:00.000000,2024-12-07T00:00:00.000000,340,0.12316715542521994
c906,71,23279,327.8732394366197,2024-01-11T00:00:00.000000,2024-12-25T00:00:00.000000,349,0.20285714285714285
c319,39,11411,292.5897435897436,2024-01-02T00:00:00.000000,2024-12-29T00:00:00.000000,362,0.10743801652892562
c292,52,17898,344.1923076923077,2024-01-04T00:00:00.000000,2024-12-28T00:00:00.000000,359,0.14444444444444443
c621,44,13956,317.1818181818182,2024-01-02T00:00:00.000000,2024-12-27T00:00:00.000000,360,0.12188365650969529
c134,25,8675,347.0,2024-01-23T00:00:00.000000,2024-12-31T00:00:00.000000,343,0.07267441860465117
c656,43,14307,332.72093023255815,2024-01-12T00:00:00.000000,2024-12-23T00:00:00.000000,346,0.1239193083573487
c137,52,18998,365.34615384615387,2024-01-05T00:00:00.000000,2024-12-20T00:00:00.000000,350,0.14814814814814814
c868,26,8224,316.3076923076923,2024-01-09T00:00:00.000000,2024-11-19T00:00:00.000000,315,0.08227848101265822
c575,34,10766,316.6470588235294,2024-01-04T00:00:00.000000,2024-12-31T00:00:00.000000,362,0.09366391184573003
c335,40,13560,339.0,2024-01-06T00:00:00.000000,2024-12-25T00:00:00.000000,354,0.11267605633802817
c58,23,8177,355.5217391304348,2024-03-15T00:00:00.000000,2024-12-11T00:00:00.000000,271,0.08455882352941177
c951,75,23625,315.0,2024-01-10T00:00:00.000000,2024-12-31T00:00:00.000000,356,0.21008403361344538
c532,74,24126,326.02702702702703,2024-01-04T00:00:00.000000,2024-12-28T00:00:00.000000,359,0.20555555555555555
c612,33,10117,306.57575757575756,2024-01-10T00:00:00.000000,2024-12-16T00:00:00.000000,341,0.09649122807017543
c738,40,14110,352.75,2024-01-06T00:00:00.000000,2024-12-19T00:00:00.000000,348,0.11461318051575932
c857,27,8823,326.77777777777777,2024-01-28T00:00:00.000000,2024-12-26T00:00:00.000000,333,0.08083832335329341
c310,46,14004,304.4347826086956,2024-01-09T00:00:00.000000,2024-12-29T00:00:00.000000,355,0.12921348314606743
c930,66,22984,348.24242424242425,2024-01-07T00:00:00.000000,2024-12-30T00:00:00.000000,358,0.18384401114206128
c675,63,18937,300.58730158730157,2024-01-01T00:00:00.000000,2024-12-25T00:00:00.000000,359,0.175
c98,61,20689,339.1639344262295,2024-01-13T00:00:00.000000,2024-12-19T00:00:00.000000,341,0.1783625730994152
c436,29,9821,338.6551724137931,2024-01-02T00:00:00.000000,2024-12-23T00:00:00.000000,356,0.08123249299719888
c307,57,18693,327.94736842105266,2024-01-04T00:00:00.000000,2024-12-30T00:00:00.000000,361,0.1574585635359116
c766,31,9969,321.5806451612903,2024-01-11T00:00:00.000000,2024-12-30T00:00:00.000000,354,0.08732394366197183
c5,63,18837,299.0,2024-01-06T00:00:00.000000,2024-12-29T00:00:00.000000,358,0.17548746518105848
c70,49,17001,346.9591836734694,2024-01-25T00:00:00.000000,2024-12-29T00:00:00.000000,339,0.14411764705882352
c928,33,11867,359.6060606060606,2024-01-26T00:00:00.000000,2024-10-31T00:00:00.000000,279,0.11785714285714285
c665,82,28418,346.5609756097561,2024-01-13T00:00:00.000000,2024-12-27T00:00:00.000000,349,0.2342857142857143
c941,70,21230,303.2857142857143,2024-01-10T00:00:00.000000,2024-12-17T00:00:00.000000,342,0.20408163265306123
c618,37,11813,319.27027027027026,2024-01-01T00:00:00.000000,2024-12-26T00:00:00.000000,360,0.10249307479224377
c32,36,12214,339.27777777777777,2024-01-17T00:00:00.000000,2024-12-29T00:00:00.000000,347,0.10344827586206896
c324,35,9865,281.85714285714283,2024-01-03T00:00:00.000000,2024-12-31T00:00:00.000000,363,0.09615384615384616
c152,45,13855,307.8888888888889,2024-01-04T00:00:00.000000,2024-12-30T00:00:00.000000,361,0.12430939226519337
c230,64,21336,333.375,2024-01-01T00:00:00.000000,2024-12-20T00:00:00.000000,354,0.18028169014084508
c949,55,17595,319.90909090909093,2024-01-02T00:00:00.000000,2024-12-10T00:00:00.000000,343,0.15988372093023256
c855,49,16801,342.8775510204082,2024-01-06T00:00:00.000000,2024-12-31T00:00:00.000000,360,0.13573407202216067
c348,82,26468,322.780487804878,2024-01-08T00:00:00.000000,2024-12-30T00:00:00.000000,357,0.22905027932960895
c451,61,20789,340.8032786885246,2024-01-19T00:00:00.000000,2024-12-26T00:00:00.000000,342,0.17784256559766765
c666,34,10466,307.8235294117647,2024-01-10T00:00:00.000000,2024-12-30T00:00:00.000000,355,0.09550561797752809
c617,50,16950,339.0,2024-01-13T00:00:00.000000,2024-12-22T00:00:00.000000,344,0.14492753623188406
c298,69,19481,282.3333333333333,2024-01-15T00:00:00.000000,2024-12-26T00:00:00.000000,346,0.1988472622478386
c802,76,22024,289.7894736842105,2024-01-02T00:00:00.000000,2024-12-24T00:00:00.000000,357,0.2122905027932961
c835,50,15750,315.0,2024-01-09T00:00:00.000000,2024-12-17T00:00:00.000000,343,0.14534883720930233
c832,58,18942,326.58620689655174,2024-01-06T00:00:00.000000,2024-12-30T00:00:00.000000,359,0.16111111111111112
c901,37,11463,309.81081081081084,2024-01-10T00:00:00.000000,2024-12-15T00:00:00.000000,340,0.10850439882697947
c567,55,17295,314.45454545454544,2024-01-15T00:00:00.000000,2024-12-30T00:00:00.000000,350,0.15669515669515668
c754,28,10272,366.85714285714283,2024-01-17T00:00:00.000000,2024-11-29T00:00:00.000000,317,0.0880503144654088
c321,68,22632,332.8235294117647,2024-01-09T00:00:00.000000,2024-12-25T00:00:00.000000,351,0.19318181818181818
c983,73,23127,316.8082191780822,2024-01-01T00:00:00.000000,2024-12-30T00:00:00.000000,364,0.2
c690,28,8272,295.42857142857144,2024-02-16T00:00:00.000000,2024-12-07T00:00:00.000000,295,0.0945945945945946
c147,70,25080,358.2857142857143,2024-01-05T00:00:00.000000,2024-12-22T00:00:00.000000,352,0.19830028328611898
c520,50,17050,341.0,2024-01-27T00:00:00.000000,2024-12-26T00:00:00.000000,334,0.14925373134328357
c904,45,16455,365.6666666666667,2024-01-01T00:00:00.000000,2024-12-10T00:00:00.000000,344,0.13043478260869565
c220,52,16798,323.03846153846155,2024-01-19T00:00:00.000000,2024-12-31T00:00:00.000000,347,0.14942528735632185
c548,42,14658,349.0,2024-01-07T00:00:00.000000,2024-12-26T00:00:00.000000,354,0.11830985915492957
c519,67,20783,310.1940298507463,2024-01-09T00:00:00.000000,2024-12-31T00:00:00.000000,357,0.1871508379888268
c485,40,12460,311.5,2024-01-11T00:00:00.000000,2024-12-06T00:00:00.000000,330,0.12084592145015106
c965,50,14850,297.0,2024-01-04T00:00:00.000000,2024-12-29T00:00:00.000000,360,0.13850415512465375
c788,62,21188,341.741935483871,2024-01-15T00:00:00.000000,2024-12-31T00:00:00.000000,351,0.17613636363636365
c625,38,11662,306.89473684210526,2024-01-13T00:00:00.000000,2024-12-30T00:00:00.000000,352,0.10764872521246459
c257,49,15351,313.2857142857143,2024-01-07T00:00:00.000000,2024-12-24T00:00:00.000000,352,0.1388101983002833
c815,68,23132,340.1764705882353,2024-01-07T00:00:00.000000,2024-12-26T00:00:00.000000,354,0.19154929577464788
c494,41,15459,377.0487804878049,2024-01-18T00:00:00.000000,2024-12-27T00:00:00.000000,344,0.11884057971014493
c97,39,11761,301.56410256410254,2024-01-13T00:00:00.000000,2024-12-14T00:00:00.000000,336,0.11572700296735905
c746,50,16950,339.0,2024-01-19T00:00:00.000000,2024-12-29T00:00:00.000000,345,0.14450867052023122
c273,50,15100,302.0,2024-01-05T00:00:00.000000,2024-12-25T00:00:00.000000,355,0.1404494382022472
c272,64,19886,310.71875,2024-01-01T00:00:00.000000,2024-12-27T00:00:00.000000,361,0.17679558011049723
c800,75,24675,329.0,2024-01-23T00:00:00.000000,2024-12-27T00:00:00.000000,339,0.22058823529411764
c356,49,14751,301.0408163265306,2024-01-10T00:00:00.000000,2024-12-28T00:00:00.000000,353,0.1384180790960452
c597,59,19541,331.20338983050846,2024-01-07T00:00:00.000000,2024-12-29T00:00:00.000000,357,0.164804469273743
c806,47,16553,352.1914893617021,2024-01-01T00:00:00.000000,2024-12-31T00:00:00.000000,365,0.1284153005464481
c474,19,5981,314.7894736842105,2024-02-01T00:00:00.000000,2024-12-05T00:00:00.000000,308,0.061488673139158574
c947,51,16449,322.52941176470586,2024-01-04T00:00:00.000000,2024-12-27T00:00:00.000000,358,0.14206128133704735
c543,39,12961,332.3333333333333,2024-01-20T00:00:00.000000,2024-12-18T00:00:00.000000,333,0.11676646706586827
c452,58,18342,316.2413793103448,2024-01-02T00:00:00.000000,2024-12-20T00:00:00.000000,353,0.1638418079096045
c100,60,18890,314.8333333333333,2024-01-03T00:00:00.000000,2024-12-30T00:00:00.000000,362,0.1652892561983471
c467,51,17499,343.11764705882354,2024-01-06T00:00:00.000000,2024-12-30T00:00:00.000000,359,0.14166666666666666
c685,35,10715,306.14285714285717,2024-01-24T00:00:00.000000,2024-12-30T00:00:00.000000,341,0.1023391812865497
c565,69,22231,322.18840579710144,2024-01-07T00:00:00.000000,2024-12-30T00:00:00.000000,358,0.19220055710306408
c964,56,16744,299.0,2024-01-02T00:00:00.000000,2024-12-23T00:00:00.000000,356,0.1568627450980392
